wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,versetype,subtype,syllabified,ref,tei_right,tei_left
158,29,3,d',d',XXIV(IIp536)_29,Pre,Pre,de,7s,---,C/\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 29",,
159,29,4,estrange,estrange,XXIV(IIp536)_29,Adj,Adj,étrange,7s,---,/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 29",,
160,29,5,taille,taille,XXIV(IIp536)_29,N,N,taille,7s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 29",,
161,29,6,",",",",XXIV(IIp536)_29,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 29",</l>,
162,30,1,rude,rude,XXIV(IIp536)_30,Adj,Adj,rude,7s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 30",,<l n=&quot;30&quot;>
163,30,2,villain,villain,XXIV(IIp536)_30,N,N,vilain,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 30",,
164,30,3,plain,plain,XXIV(IIp536)_30,Adj,Adj,plein,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 30",,
165,30,4,d',d',XXIV(IIp536)_30,Pre,Pre,de,7s,---,C/\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 30",,
166,30,5,avoir,avoir,XXIV(IIp536)_30,N,N,avoir2,7s,---,/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 30",,
167,30,6,",",",",XXIV(IIp536)_30,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 30",</l>,
168,31,1,qui,qui,XXIV(IIp536)_31,Qux,Qux,qui,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 31",,<l n=&quot;31&quot;>
169,31,2,refusay,refusay,XXIV(IIp536)_31,Vfin,Vfin,refuser,7s,---,C/V\.C/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 31",,
170,31,3,ma,ma,XXIV(IIp536)_31,Det,Det,mon,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 31",,
171,31,4,vitaille,vitaille,XXIV(IIp536)_31,N,N,vitaille,7s,---,C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 31",</l>,
172,32,1,a,a,XXIV(IIp536)_32,Pre,Pre,à,7s,---,/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 32",,<l n=&quot;32&quot;>
173,32,2,david,david,XXIV(IIp536)_32,N,N,David,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 32",,
174,32,3,",",",",XXIV(IIp536)_32,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 32",,
175,32,4,qui,qui,XXIV(IIp536)_32,Qux,Qux,qui,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 32",,
176,32,5,ma,ma,XXIV(IIp536)_32,Det,Det,mon,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 32",,
177,32,6,fruictaille,fruictaille,XXIV(IIp536)_32,N,N,fruitaille,7s,---,C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 32",</l>,
178,33,1,et,et,XXIV(IIp536)_33,Crd,Crd,et,7s,---,/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 33",,<l n=&quot;33&quot;>
179,33,2,mon,mon,XXIV(IIp536)_33,Det,Det,mon,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 33",,
180,33,3,pain,pain,XXIV(IIp536)_33,N,N,pain,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 33",,
181,33,4,volloit,volloit,XXIV(IIp536)_33,Vfin,Vfin,vouloir,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 33",,
182,33,5,avoir,avoir,XXIV(IIp536)_33,Vinf,Vinf,avoir,7s,---,/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 33",,
183,33,6,;,;,XXIV(IIp536)_33,Pnc,Pnc,;,7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 33",</l>,
184,34,1,ma,ma,XXIV(IIp536)_34,Det,Det,mon,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 34",,<l n=&quot;34&quot;>
185,34,2,femme,femme,XXIV(IIp536)_34,N,N,femme,7s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 34",,
186,34,3,fit,fit,XXIV(IIp536)_34,Vfin,Vfin,faire,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 34",,
187,34,4,tout,tout,XXIV(IIp536)_34,QIs,QIs,tout,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 34",,
188,34,5,debvoir,debvoir,XXIV(IIp536)_34,N,N,devoir,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 34",,
189,34,6,",",",",XXIV(IIp536)_34,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 34",</l>,
190,35,1,mais,mais,XXIV(IIp536)_35,Crd,Crd,mais,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 35",,<l n=&quot;35&quot;>
191,35,2,je,je,XXIV(IIp536)_35,Prn,Prn$,je,7s,---,C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 35",,
192,35,3,finay,finay,XXIV(IIp536)_35,Vfin,Vfin,finer,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 35",,
193,35,4,comme,comme,XXIV(IIp536)_35,Sub,Sub,comme,7s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 35",,
194,35,5,yvronne,yvronne,XXIV(IIp536)_35,N,N,ivrogne,7s,---,/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 35",,
195,35,6,:,:,XXIV(IIp536)_35,Pnc,Pnc,:,7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 35",</l>,
196,36,1,gros,gros,XXIV(IIp536)_36,Adj,Adj,gros,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 36",,<l n=&quot;36&quot;>
197,36,2,panchart,panchart,XXIV(IIp536)_36,Adj,Adj,pansart,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 36",,
198,36,3,a,a,XXIV(IIp536)_36,Pre,Pre,à,7s,---,/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 36",,
199,36,4,rouge,rouge,XXIV(IIp536)_36,Adj,Adj,rouge,7s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 36",,
200,36,5,troigne,troigne,XXIV(IIp536)_36,N,N,trogne,7s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 36",,
201,36,6,.,.,XXIV(IIp536)_36,Pnc,Pnc,.,7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 36",</l></lg>,
202,37,1,amon,amon,XXIV(IIp536)_37,N,N,Amon,7s,---,/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 37",,<pb n=&quot;538&quot;/><lg type=&quot;stanza&quot;><head>Secundi Regum XIIIo</head><l n=&quot;37&quot;>
203,37,2,suis,suis,XXIV(IIp536)_37,Vfin,Vfin,être,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 37",,
204,37,3,",",",",XXIV(IIp536)_37,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 37",,
205,37,4,filz,filz,XXIV(IIp536)_37,N,N,fils,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 37",,
206,37,5,de,de,XXIV(IIp536)_37,Pre,Pre,de,7s,---,C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 37",,
207,37,6,david,david,XXIV(IIp536)_37,N,N,David,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 37",,
208,37,7,",",",",XXIV(IIp536)_37,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 37",</l>,
209,38,1,ma,ma,XXIV(IIp536)_38,Det,Det,mon,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 38",,<l n=&quot;38&quot;>
210,38,2,soeur,soeur,XXIV(IIp536)_38,N,N,soeur,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 38",,
211,38,3,thamar,thamar,XXIV(IIp536)_38,N,N,Thamar,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 38",,
212,38,4,deflouray,deflouray,XXIV(IIp536)_38,Vfin,Vfin,déflorer,7s,---,C/V\.C/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 38",,
213,38,5,",",",",XXIV(IIp536)_38,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 38",</l>,
214,39,1,j',j',XXIV(IIp536)_39,Prn,Prn$,je,7s,---,C/\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 39",,<l n=&quot;39&quot;>
215,39,2,avoie,avoie,XXIV(IIp536)_39,Vfin,Vfin,avoir,7s,---,/V\.'C/V\./(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 39",,
216,39,3,grand,grand,XXIV(IIp536)_39,Adj,Adj,grand,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 39",,
217,39,4,audivit,audivit,XXIV(IIp536)_39,N,N,audivi,7s,---,/V\.C/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 39",,
218,39,5,;,;,XXIV(IIp536)_39,Pnc,Pnc,;,7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 39",</l>,
219,40,1,mais,mais,XXIV(IIp536)_40,Crd,Crd,mais,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 40",,<l n=&quot;40&quot;>
220,40,2,absalon,absalon,XXIV(IIp536)_40,N,N,Absalon,7s,---,/V\.C/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 40",,
221,40,3,qui,qui,XXIV(IIp536)_40,Qux,Qux,qui,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 40",,
222,40,4,ce,ce,XXIV(IIp536)_40,Prn,Prn,ce,7s,---,C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 40",,
223,40,5,vit,vit,XXIV(IIp536)_40,Vfin,Vfin,voir,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 40",</l>,
224,41,1,s',s',XXIV(IIp536)_41,Prn,Prn$$,se,7s,---,C/\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 41",,<l n=&quot;41&quot;>
225,41,2,en,en,XXIV(IIp536)_41,Prn,Prn$$,en2,7s,---,/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 41",,
226,41,3,venga,venga,XXIV(IIp536)_41,Vfin,Vfin,venger,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 41",,
227,41,4,",",",",XXIV(IIp536)_41,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 41",,
228,41,5,n',n',XXIV(IIp536)_41,Neg,Neg,ne,7s,---,C/\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 41",,
229,41,6,est,est,XXIV(IIp536)_41,Vfin,Vfin,être,7s,---,/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 41",,
230,41,7,riens,riens,XXIV(IIp536)_41,N,N,rien,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 41",,
231,41,8,plus,plus,XXIV(IIp536)_41,Adv,Adv,plus,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 41",,
232,41,9,vray,vray,XXIV(IIp536)_41,Adj,Adj,vrai,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 41",,
233,41,10,;,;,XXIV(IIp536)_41,Pnc,Pnc,;,7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 41",</l>,
234,42,1,en,en,XXIV(IIp536)_42,Pre,Pre,en,7s,---,/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 42",,<l n=&quot;42&quot;>
235,42,2,son,son,XXIV(IIp536)_42,Det,Det,son4,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 42",,
236,42,3,hostel,hostel,XXIV(IIp536)_42,N,N,hôtel,7s,---,/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 42",,
237,42,4,m',m',XXIV(IIp536)_42,Prn,Prn$$,me,7s,---,C/\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 42",,
238,42,5,enivray,enivray,XXIV(IIp536)_42,Vfin,Vfin,enivrer,7s,---,/V\.C/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 42",,
239,42,6,",",",",XXIV(IIp536)_42,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 42",</l>,
240,43,1,du,du,XXIV(IIp536)_43,Pre+Det,Pre+Det,de.le,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 43",,<l n=&quot;43&quot;>
241,43,2,corps,corps,XXIV(IIp536)_43,N,N,corps,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 43",,
242,43,3,me,me,XXIV(IIp536)_43,Prn,Prn$$,me,7s,---,C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 43",,
243,43,4,fit,fit,XXIV(IIp536)_43,Vfin,Vfin,faire,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 43",,
244,43,5,partir,partir,XXIV(IIp536)_43,Vinf,Vinf,partir,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 43",,
245,43,6,l',l',XXIV(IIp536)_43,Det,Det,le,7s,---,C/\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 43",,
246,43,7,ame,ame,XXIV(IIp536)_43,N,N,âme,7s,---,'/V\.C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 43",,
247,43,8,:,:,XXIV(IIp536)_43,Pnc,Pnc,:,7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 43",</l>,
248,44,1,friand,friand,XXIV(IIp536)_44,Adj,Adj,friand,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 44",,<l n=&quot;44&quot;>
249,44,2,vin,vin,XXIV(IIp536)_44,N,N,vin,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 44",,
250,44,3,froid,froid,XXIV(IIp536)_44,Adj,Adj,froid,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 44",,
251,44,4,coeur,coeur,XXIV(IIp536)_44,N,N,coeur,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 44",,
252,44,5,enflamme,enflamme,XXIV(IIp536)_44,Vfin,Vfin,enflammer,7s,---,/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 44",,
253,44,6,.,.,XXIV(IIp536)_44,Pnc,Pnc,.,7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 44",</l></lg>,
254,45,1,hella,hella,XXIV(IIp536)_45,N,N,Éla,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 45",,<lg type=&quot;stanza&quot;><head>Tertii regum XVIo</head><l n=&quot;45&quot;>
255,45,2,fus,fus,XXIV(IIp536)_45,Vfin,Vfin,être,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 45",,
256,45,3,",",",",XXIV(IIp536)_45,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 45",,
257,45,4,filz,filz,XXIV(IIp536)_45,N,N,fils,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 45",,
258,45,5,de,de,XXIV(IIp536)_45,Pre,Pre,de,7s,---,C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 45",,
259,45,6,basa,basa,XXIV(IIp536)_45,N,N,Baasa,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 45",,
260,45,7,",",",",XXIV(IIp536)_45,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 45",</l>,
261,46,1,faulx,faulx,XXIV(IIp536)_46,Adj,Adj,faux,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 46",,<l n=&quot;46&quot;>
262,46,2,tirant,tirant,XXIV(IIp536)_46,N,N,tyran,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 46",,
263,46,3,",",",",XXIV(IIp536)_46,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 46",,
264,46,4,mal,mal,XXIV(IIp536)_46,Adv,Adv,mal3,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 46",,
265,46,5,profitable,profitable,XXIV(IIp536)_46,Adj,Adj,profitable,7s,---,C/V\.C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 46",,
266,46,6,;,;,XXIV(IIp536)_46,Pnc,Pnc,;,7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 46",</l>,
267,47,1,le,le,XXIV(IIp536)_47,Det,Det,le,7s,---,C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 47",,<l n=&quot;47&quot;>
268,47,2,trop,trop,XXIV(IIp536)_47,Adv,Adv,trop,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 47",,
269,47,3,boire,boire,XXIV(IIp536)_47,Vinf,Vinf,boire,7s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 47",,
270,47,4,m',m',XXIV(IIp536)_47,Prn,Prn$$,me,7s,---,C/\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 47",,
271,47,5,empescha,empescha,XXIV(IIp536)_47,Vfin,Vfin,empêcher,7s,---,/V\.C/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 47",,
272,47,6,",",",",XXIV(IIp536)_47,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 47",</l>,
273,48,1,mais,mais,XXIV(IIp536)_48,Crd,Crd,mais,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 48",,<l n=&quot;48&quot;>
274,48,2,zambry,zambry,XXIV(IIp536)_48,N,N,Zimri,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 48",,
275,48,3,m',m',XXIV(IIp536)_48,Prn,Prn$$,me,7s,---,C/\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 48",,
276,48,4,en,en,XXIV(IIp536)_48,Prn,Prn$$,en2,7s,---,/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 48",,
277,48,5,despescha,despescha,XXIV(IIp536)_48,Vfin,Vfin,dépêcher,7s,---,C/V\.C/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 48",,
278,48,6,",",",",XXIV(IIp536)_48,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 48",</l>,
279,49,1,qui,qui,XXIV(IIp536)_49,Qux,Qux,qui,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 49",,<l n=&quot;49&quot;>
280,49,2,m',m',XXIV(IIp536)_49,Prn,Prn$$,me,7s,---,C/\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 49",,
281,49,3,occit,occit,XXIV(IIp536)_49,Vfin,Vfin,occire,7s,---,/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 49",,
282,49,4,seant,seant,XXIV(IIp536)_49,Vprs,Vprs,seoir,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 49",,
283,49,5,a,a,XXIV(IIp536)_49,Pre,Pre,à,7s,---,/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 49",,
284,49,6,table,table,XXIV(IIp536)_49,N,N,table,7s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 49",,
285,49,7,;,;,XXIV(IIp536)_49,Pnc,Pnc,;,7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 49",</l>,
286,50,1,ebrieté,ebrieté,XXIV(IIp536)_50,N,N,ébriété,7s,---,/V\.C/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 50",,<l n=&quot;50&quot;>
287,50,2,detestable,detestable,XXIV(IIp536)_50,Adj,Adj,détestable,7s,---,C/V\.C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 50",</l>,
288,51,1,cause,cause,XXIV(IIp536)_51,N,N,cause,7s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 51",,<l n=&quot;51&quot;>
289,51,2,mauvais,mauvais,XXIV(IIp536)_51,Adj,Adj,mauvais,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 51",,
290,51,3,accidens,accidens,XXIV(IIp536)_51,N,N,accident,7s,---,/V\.C/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 51",,
291,51,4,:,:,XXIV(IIp536)_51,Pnc,Pnc,:,7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 51",</l>,
292,52,1,gormand,gormand,XXIV(IIp536)_52,Adj,Adj,gourmand,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 52",,<l n=&quot;52&quot;>
293,52,2,fait,fait,XXIV(IIp536)_52,Vfin,Vfin,faire,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 52",,
294,52,3,se,se,XXIV(IIp536)_52,Det,Det,son4,7s,---,C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 52",,
295,52,4,fosse,fosse,XXIV(IIp536)_52,N,N,fosse,7s,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 52",,
296,52,5,aux,aux,XXIV(IIp536)_52,Pre+Det,Pre+Det,à.le,7s,---,/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 52",,
297,52,6,dens,dens,XXIV(IIp536)_52,N,N,dent,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 52",,
298,52,7,.,.,XXIV(IIp536)_52,Pnc,Pnc,.,7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 52",</l></lg>,
299,53,1,je,je,XXIV(IIp536)_53,Prn,Prn$,je,7s,---,C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 53",,<lg type=&quot;stanza&quot;><head>Judich XIIIIo</head><l n=&quot;53&quot;>
300,53,2,suis,suis,XXIV(IIp536)_53,Vfin,Vfin,être,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 53",,
301,53,3,le,le,XXIV(IIp536)_53,Det,Det,le,7s,---,C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 53",,
302,53,4,fier,fier,XXIV(IIp536)_53,Adj,Adj,fier,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 53",,
303,53,5,oloferne,oloferne,XXIV(IIp536)_53,N,N,Holopherne,7s,---,/V\.C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 53",,
304,53,6,",",",",XXIV(IIp536)_53,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 53",</l>,
305,54,1,qui,qui,XXIV(IIp536)_54,Qux,Qux,qui,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 54",,<l n=&quot;54&quot;>
306,54,2,assiegay,assiegay,XXIV(IIp536)_54,Vfin,Vfin,assiéger,7s,---,/V\.C/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 54",,
307,54,3,bethulie,bethulie,XXIV(IIp536)_54,N,N,Béthulie,7s,---,C/V\.C/V\.'C/V\./(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 54",,
308,54,4,;,;,XXIV(IIp536)_54,Pnc,Pnc,;,7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 54",</l>,
309,55,1,judich,judich,XXIV(IIp536)_55,N,N,Judith,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 55",,<l n=&quot;55&quot;>
310,55,2,",",",",XXIV(IIp536)_55,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 55",,
311,55,3,de,de,XXIV(IIp536)_55,Pre,Pre,de,7s,---,C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 55",,
312,55,4,beaulté,beaulté,XXIV(IIp536)_55,N,N,beauté,7s,---,C/V\.'C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 55",,
313,55,5,lucerne,lucerne,XXIV(IIp536)_55,N,N,lucerne,7s,---,C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 55",,
314,55,6,",",",",XXIV(IIp536)_55,Pnc,Pnc,",",7s,---,,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 55",</l>,
315,56,1,que,que,XXIV(IIp536)_56,Qux,Qux,que,7s,---,C/(e)\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 56",,<l n=&quot;56&quot;>
316,56,2,mon,mon,XXIV(IIp536)_56,Det,Det,mon,7s,---,C/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 56",,
317,56,3,oeul,oeul,XXIV(IIp536)_56,N,N,oeil,7s,---,/V\,"MolinetFaictz, Poésies religieuses et parodies no XXIV, v. 56",,
