lex_id,syll_str,in_el,fin_el,ms,backwards dd,syllabified
norriture,vvvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
north,v,n,n,,,C/V\
northembreis,vvv,n,n,,,C/V\.C/V\.'C/V\
northombrelande,vvsvs,n,y,,,C/V\.C/V\.C/e\.'C/V\.C/(e)\
northombrelant,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
nos,v,n,n,,,C/V\
nosat,vv,n,n,,,C/V\.'C/V\
noses,vs,n,n,,,'C/V\.C/e\
nostra,vs,n,y,,,'C/V\.C/(e)\
nosträ,vs,n,y,,,'C/V\.C/(e)\
nostrae,vs,n,y,,,'C/V\./(e)\
nostre,vs,n,y,,,'C/V\.C/(e)\
nostres,vs,n,n,,,'C/V\.C/e\
nota,vv,n,n,,,C/V\.'C/V\
notable,vvs,n,y,,,C/V\.'C/V\.C/(e)\
notablement,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
notables,vvs,n,n,,,C/V\.'C/V\.C/e\
notai,vv,n,n,,,C/V\.'C/V\
notaire,vvs,n,y,,,C/V\.'C/V\.C/(e)\
note,vs,n,y,,,'C/V\.C/(e)\
noté,vv,n,n,,,C/V\.'C/V\
notees,vvs,n,n,,,C/V\.'C/V\./e\
notefiier,vsvv,n,n,,,C/V\.C/e\.C/V\.'C/V\
noter,vv,n,n,,,C/V\.'C/V\
noteront,vsv,n,n,,,C/V\.C/e\.'C/V\
notes,vs,n,n,,,'C/V\.C/e\
notoire,vvs,n,y,,,C/V\.'C/V\.C/(e)\
notonnier,vvv,n,n,,,C/V\.C/V\.'C/V\
notre,vs,n,y,,,'C/V\.C/(e)\
nottees,vvs,n,n,,,C/V\.'C/V\./e\
notter,vv,n,n,,,C/V\.'C/V\
nottoire,vvs,n,y,,,C/V\.'C/V\.C/(e)\
nou,v,n,n,,,C/V\
noua,vv,n,n,,,C/V\.'C/V\
noueal,vv,n,n,,,C/V\.'C/V\
noueals,vv,n,n,,,C/V\.'C/V\
nouel,vv,n,n,,,C/V\.'C/V\
nouelh,vv,n,n,,,C/V\.'C/V\
nouelle,vvs,n,y,,,C/V\.'C/V\.C/(e)\
nouellement,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
nouellete,vsvs,n,y,,,C/V\.C/e\.'C/V\.C/(e)\
nouelletoz,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
nouer,vv,n,n,,,C/V\.'C/V\
noun,v,n,n,,,C/V\
nouri,vv,n,n,,,C/V\.'C/V\
nourice,vvs,n,n,,,C/V\.'C/V\.C/e\
nourie,vvs,n,y,,,C/V\.'C/V\./(e)\
nouris,vv,n,n,,,C/V\.'C/V\
nourist,vv,n,n,,,C/V\.'C/V\
nourreture,vsvs,n,y,,,C/V\.C/e\.'C/V\.C/(e)\
nourri,vv,n,n,,,C/V\.'C/V\
nourrice,vvs,n,y,,,C/V\.'C/V\.C/(e)\
nourrices,vvs,n,n,,,C/V\.'C/V\.C/e\
nourrie,vvs,n,y,,,C/V\.'C/V\./(e)\
nourrir,vv,n,n,,,C/V\.'C/V\
nourris,vv,n,n,,,C/V\.'C/V\
nourrist,vv,n,n,,,C/V\.'C/V\
nourrit,vv,n,n,,,C/V\.'C/V\
nourriture,vvvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
nourriz,vv,n,n,,,C/V\.'C/V\
nourry,vv,n,n,,,C/V\.'C/V\
nous,v,n,n,,,C/V\
noute,vs,n,y,,,'C/V\.C/(e)\
nouveau,vv,n,n,,,C/V\.'C/V\
nouveaulx,vv,n,n,,,C/V\.'C/V\
nouveaulz,vv,n,n,,,C/V\.'C/V\
nouvel,vv,n,n,,,C/V\.'C/V\
nouvele,vvs,n,y,,,C/V\.'C/V\.C/(e)\
nouvelement,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
nouveles,vvs,n,n,,,C/V\.'C/V\.C/e\
nouveleté,vssv,n,n,,,C/V\.C/e\.C/e\.'C/V\
nouveletés,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
nouveliere,vvvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
nouveliers,vvv,n,n,,,C/V\.C/V\.'C/V\
nouvelle,vvs,n,y,,,C/V\.'C/V\.C/(e)\
nouvellement,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
nouvelles,vvs,n,n,,,C/V\.'C/V\.C/e\
nouvellez,vvs,n,n,,,C/V\.'C/V\.C/e\
nouvellëz,vvs,n,n,,,C/V\.'C/V\.C/e\
nouviaus,vv,n,n,,,C/V\.'C/V\
nouviel,vv,n,n,,,C/V\.'C/V\
nouviele,vvs,n,y,,,C/V\.'C/V\.C/(e)\
nouz,v,n,n,,,C/V\
noveilz,vv,n,n,,,C/V\.'C/V\
novel,vv,n,n,,,C/V\.'C/V\
novele,vvs,n,y,,,C/V\.'C/V\.C/(e)\
noveleie,vsvs,n,y,,,C/V\.C/e\.'C/V\./(e)\
noveles,vvs,n,n,,,C/V\.'C/V\.C/e\
noveliere,vvvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
novelle,vvs,n,y,,,C/V\.'C/V\.C/(e)\
novelles,vvs,n,n,,,C/V\.'C/V\.C/e\
novels,vv,n,n,,,C/V\.'C/V\
novelté,vvv,n,n,,,C/V\.C/V\.'C/V\
novembre,vvs,n,y,,,C/V\.'C/V\.C/(e)\
noves,vs,n,n,,,'C/V\.C/e\
noviaus,vv,n,n,,,C/V\.'C/V\
noviaux,vv,n,n,,,C/V\.'C/V\
noviax,vv,n,n,,,C/V\.'C/V\
noviel,vv,n,n,,,C/V\.'C/V\
novieles,vvs,n,n,,,C/V\.'C/V\.C/e\
noya,vv,n,n,,,C/V\.'C/V\
noyay,vv,n,n,,,C/V\.'C/V\
noyer,vv,n,n,,,C/V\.'C/V\
noz,v,n,n,,,C/V\
nt,,n,n,,,/\C
nu,v,n,n,,,C/V\
nu·ls,v,n,n,,,C/V\
nu·m,v,n,n,,,C/V\
nubie,vvs,n,y,,,C/V\.'C/V\./(e)\
nud,v,n,n,,,C/V\
nuds,v,n,n,,,C/V\
nue,vs,n,y,,,'C/V\./(e)\
nuees,vvs,n,n,,,C/V\.'C/V\./e\
nuef,v,n,n,,,C/V\
nueme,vs,n,y,,,'C/V\.C/(e)\
nues,vs,n,n,,,'C/V\./e\
nués,v,n,n,,,C/V\
nueve,vs,n,y,,,'C/V\.C/(e)\
nueves,vs,n,n,,,'C/V\.C/e\
nuil,v,n,n,,,C/V\
nuire,vs,n,y,,,'C/V\.C/(e)\
nuis,v,n,n,,,C/V\
nuisance,vvs,n,y,,,C/V\.'C/V\.C/(e)\
nuisans,vv,n,n,,,C/V\.'C/V\
nuisent,vs,n,n,,,'C/V\.C/e\
nuisoit,vv,n,n,,,C/V\.'C/V\
nuist,v,n,n,,,C/V\
nuit,v,n,n,,,C/V\
nuitie,vv,n,n,,,C/V\.'C/V\
nuiz,v,n,n,,,C/V\
nul,v,n,n,,,C/V\
nul',v,n,n,,,C/V\
nule,vs,n,y,,,'C/V\.C/(e)\
nules,vs,n,n,,,'C/V\.C/e\
nulle,vs,n,y,,,'C/V\.C/(e)\
nullement,vsv,n,n,,,C/V\.C/e\.'C/V\
nulles,vs,n,n,,,'C/V\.C/e\
nulli,vv,n,n,,,C/V\.'C/V\
nullui,vv,n,n,,,C/V\.'C/V\
nulluy,vv,n,n,,,C/V\.'C/V\
nully,vv,n,n,,,C/V\.'C/V\
nulom,vv,n,n,,,C/V\.'C/V\
nuls,v,n,n,,,C/V\
nului,vv,n,n,,,C/V\.'C/V\
nulz,v,n,n,,,C/V\
num,v,n,n,,,C/V\
numbre,vs,n,y,,,'C/V\.C/(e)\
numé,vv,n,n,,,C/V\.'C/V\
numéd,vv,n,n,,,C/V\.'C/V\
numee,vvs,n,y,,,C/V\.'C/V\./(e)\
numeement,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
numer,vv,n,n,,,C/V\.'C/V\
numet,vs,n,y,,,'C/V\.C/(e)\
numez,vv,n,n,,,C/V\.'C/V\
numnat,vv,n,n,,,C/V\.'C/V\
nun,v,n,n,,,C/V\
nunc,v,n,n,,,C/V\
nuncat,vv,n,n,,,C/V\.'C/V\
nunçat,vv,n,n,,,C/V\.'C/V\
nuncent,vs,n,n,,,'C/V\.C/e\
nuncer,vv,n,n,,,C/V\.'C/V\
nuncier,vv,n,n,,,C/V\.'C/V\
nuns,v,n,n,,,C/V\
nuntié,vvv,n,n,,,C/V\.C/V\.'C/V\
nurent,vs,n,n,,,'C/V\.C/e\
nureture,vsvs,n,y,,,C/V\.C/e\.'C/V\.C/(e)\
nurri,vv,n,n,,,C/V\.'C/V\
nurrir,vv,n,n,,,C/V\.'C/V\
nurriz,vv,n,n,,,C/V\.'C/V\
nus,v,n,n,,,C/V\
nuueles,vvs,n,n,,,C/V\.'C/V\.C/e\
nuvel,vv,n,n,,,C/V\.'C/V\
nuvele,vvs,n,y,,,C/V\.'C/V\.C/(e)\
nuveles,vvs,n,n,,,C/V\.'C/V\.C/e\
nuvols,vv,n,n,,,C/V\.'C/V\
nuyct,v,n,n,,,C/V\
nuyre,vs,n,y,,,'C/V\.C/(e)\
nuys,v,n,n,,,C/V\
nuysable,vvs,n,y,,,C/V\.'C/V\.C/(e)\
nuysance,vvs,n,y,,,C/V\.'C/V\.C/(e)\
nuysoit,vv,n,n,,,C/V\.'C/V\
nuyst,v,n,n,,,C/V\
nuyt,v,n,n,,,C/V\
nuytie,vvs,n,y,,,C/V\.'C/V\./(e)\
nuz,v,n,n,,,C/V\
ny,v,n,n,,,C/V\
nyais,vv,n,n,,,C/V\.'C/V\
nyce,vs,n,y,,,'C/V\.C/(e)\
nychodemus,vvvv,n,n,,,C/V\.C/V\.C/V\.'C/V\
nymes,vs,n,n,,,'C/V\.C/e\
o,v,y,n,,,/V\
O,v,y,n,letter name,,/V\
oan,vv,y,n,,,/V\.'C/V\
oant,vv,y,n,,,/V\.'C/V\
ob,v,y,n,,,/V\
obaissance,vhvvs,y,y,,,/V\.C/(V)\./V\.'C/V\.C/(e)\
obcure,vvs,y,y,,,/V\.'C/V\.C/(e)\
obediance,vvvvs,y,y,,,/V\.C/V\.C/V\.'C/V\.C/(e)\
obedience,vvdds,y,y,,,/V\.C/V\.C/{V}\.'/V\.C/(e)\
obediens,vvvv,y,n,,,/V\.C/V\.C/V\.'C/V\
obeir,vvv,y,n,,,/V\.C/V\.'C/V\
obeira,vhvv,y,n,,,/V\.C/(V)\./V\.'C/V\
obeirai,vvvv,y,n,,,/V\.C/V\.C/V\.'C/V\
obeirez,vhvv,y,n,,,/V\.C/(V)\./V\.'C/V\
obeiroit,vhvv,y,n,,,/V\.C/(V)\./V\.'C/V\
obeiront,vhvv,y,n,,,/V\.C/(V)\./V\.'C/V\
obeisant,vhvv,y,n,,,/V\.C/(V)\./V\.'C/V\
obeissance,vhvvs,y,y,,,/V\.C/(V)\./V\.'C/V\.C/(e)\
obeissans,vhvv,y,n,,,/V\.C/(V)\./V\.'C/V\
obeissant,vhvv,y,n,,,/V\.C/(V)\./V\.'C/V\
obeisse,vhvs,y,y,,,/V\.C/(V)\.'/V\.C/(e)\
obeisserons,vhvsv,y,n,,,/V\.C/(V)\./V\.C/e\.'C/V\
obeissoient,vhvvs,y,n,,,/V\.C/(V)\./V\.'C/V\./e\
obeist,vhv,y,n,,,/V\.C/(V)\.'/V\
obeit,vvv,y,n,,,/V\.C/V\.'C/V\
oberai,vhvv,y,n,' obeirai (divergent sp.),,/V\.C/(V)\./V\.'C/V\
obey,vhv,y,n,,,/V\.C/(V)\.'/V\
obeye,vhvs,y,y,,,/V\.C/(V)\.'/V\./(e)\
obeyr,vhv,y,n,,,/V\.C/(V)\.'/V\
obeyra,vvvv,y,n,,,/V\.C/V\.C/V\.'C/V\
obeyrons,vvvv,y,n,,,/V\.C/V\.C/V\.'C/V\
obeÿssance,vhvvs,y,y,,,/V\.C/(V)\./V\.'C/V\.C/(e)\
obeyssans,vhvv,y,n,,,/V\.C/(V)\./V\.'C/V\
obiaux,vvv,y,n,,,/V\.C/V\.'C/V\
obice,vvs,y,y,,,/V\.'C/V\.C/(e)\
object,vv,y,n,,,/V\.'C/V\
oblacion,vvvv,y,n,,,/V\.C/V\.C/V\.'C/V\
oblatiun,vvdd,y,n,,,/V\.C/V\.C/{V}\.'/V\
oblatiuns,vvdd,y,n,,,/V\.C/V\.C/{V}\.'/V\
obli,vv,y,n,,,/V\.'C/V\
oblia,vvv,y,n,,,/V\.C/V\.'C/V\
oblidez,vvv,y,n,,,/V\.C/V\.'C/V\
oblie,vvs,y,y,,,/V\.'C/V\./(e)\
oblié,vvv,y,n,,,/V\.C/V\.'C/V\
oblieir,vvv,y,n,,,/V\.C/V\.'C/V\
oblient,vvs,y,n,,,/V\.'C/V\./e\
oblier,vvv,y,n,,,/V\.C/V\.'C/V\
obliés,vvv,y,n,,,/V\.C/V\.'C/V\
obliez,vvv,y,n,,,/V\.C/V\.'C/V\
oblige,vvs,y,y,,,/V\.'C/V\.C/(e)\
obliger,vvv,y,n,,,/V\.C/V\.'C/V\
obligier,vvv,y,n,,,/V\.C/V\.'C/V\
obligiez,vvv,y,n,,,/V\.C/V\.'C/V\
oblique,vvs,y,y,,,/V\.'C/V\.C/(e)\
oblyét,vvv,y,n,,,/V\.C/V\.'C/V\
obombra,vvv,y,n,,,/V\.C/V\.'C/V\
obombroit,vvv,y,n,,,/V\.C/V\.'C/V\
obred,vv,y,n,,,/V\.'C/V\
obrirent,vvs,y,n,,,/V\.'C/V\.C/e\
obs,v,y,n,,,/V\
obscur,vv,y,n,,,/V\.'C/V\
obscurcie,vvvs,y,y,,,/V\.C/V\.'C/V\./(e)\
obscure,vvs,y,y,,,/V\.'C/V\.C/(e)\
obscurté,vvv,y,n,,,/V\.C/V\.'C/V\
observance,vvvs,y,y,,,/V\.C/V\.'C/V\.C/(e)\
observant,vvv,y,n,,,/V\.C/V\.'C/V\
observat,vvv,y,n,,,/V\.C/V\.'C/V\
observé,vvv,y,n,,,/V\.C/V\.'C/V\
observer,vvv,y,n,,,/V\.C/V\.'C/V\
obstant,vv,y,n,,,/V\.'C/V\
obstinez,vvv,y,n,,,/V\.C/V\.'C/V\
obtempere,vvvs,y,y,,,/V\.C/V\.'C/V\.C/(e)\
obtenir,vsv,y,n,,,/V\.C/e\.'C/V\
obtenus,vsv,y,n,,,/V\.C/e\.'C/V\
obtiendra,vvv,y,n,,,/V\.C/V\.'C/V\
obtint,vv,y,n,,,/V\.'C/V\
obvier,vvv,y,n,,,/V\.C/V\.'C/V\
obvyer,vvv,y,n,,,/V\.C/V\.'C/V\
oc,v,y,n,,,/V\
occasion,vvdd,y,n,,,/V\.C/V\.C/{V}\.'/V\
occasions,vvdd,y,n,,,/V\.C/V\.C/{V}\.'/V\
occean,vvv,y,n,,,/V\.C/V\.'C/V\
occhoison,vvv,y,n,,,/V\.C/V\.'C/V\
occident,vvv,y,n,,,/V\.C/V\.'C/V\
occidere,vvss,y,y,will be fun for phon. rules...,,/V\.C/V\.'C/e\.C/(e)\
occient,vvs,y,n,,,/V\.'C/V\./e\
occira,vvv,y,n,,,/V\.C/V\.'C/V\
occire,vvs,y,y,,,/V\.'C/V\.C/(e)\
occirre,vvs,y,y,,,/V\.'C/V\.C/(e)\
occirront,vvv,y,n,,,/V\.C/V\.'C/V\
occis,vv,y,n,,,/V\.'C/V\
occisions,vvdd,y,n,,,/V\.C/V\.C/{V}\.'/V\
occist,vv,y,n,,,/V\.'C/V\
occistrent,vvs,y,n,,,/V\.'C/V\.C/e\
occit,vv,y,n,,,/V\.'C/V\
occoison,vvv,y,n,,,/V\.C/V\.'C/V\
occupacion,vvvdd,y,n,,,/V\.C/V\.C/V\.C/{V}\.'/V\
occupe,vvs,y,y,,,/V\.'C/V\.C/(e)\
occuper,vvv,y,n,,,/V\.C/V\.'C/V\
occuperay,vvsv,y,n,,,/V\.C/V\.C/e\.'C/V\
occupét,vvv,y,n,,,/V\.C/V\.'C/V\
occuppeir,vvv,y,n,,,/V\.C/V\.'C/V\
occuppoit,vvv,y,n,,,/V\.C/V\.'C/V\
och,v,y,n,,,/V\
ochie,vvs,y,y,,,/V\.'C/V\./(e)\
ochira,vvv,y,n,,,/V\.C/V\.'C/V\
ochire,vvs,y,y,,,/V\.'C/V\.C/(e)\
ochiront,vvv,y,n,,,/V\.C/V\.'C/V\
ochirre,vvs,y,y,,,/V\.'C/V\.C/(e)\
ochirrés,vvv,y,n,,,/V\.C/V\.'C/V\
ochirrons,vvv,y,n,,,/V\.C/V\.'C/V\
ochoison,vvv,y,n,,,/V\.C/V\.'C/V\
oci,vv,y,n,,,/V\.'C/V\
ocie,vvs,y,y,,,/V\.'C/V\./(e)\
ocient,vvs,y,n,,,/V\.'C/V\./e\
ocies,vvs,y,n,,,/V\.'C/V\./e\
ociez,vvv,y,n,,,/V\.C/V\.'C/V\
ocioient,vvvs,y,n,,,/V\.C/V\.'C/V\./e\
ocion,vvv,y,n,1pl ocire,,/V\.C/V\.'C/V\
ocirai,vvv,y,n,,,/V\.C/V\.'C/V\
ocire,vvs,y,y,,,/V\.'C/V\.C/(e)\
ocireient,vvvs,y,n,,,/V\.C/V\.'C/V\./e\
ociroie,vvvs,y,y,,,/V\.C/V\.'C/V\./(e)\
ocirras,vvv,y,n,,,/V\.C/V\.'C/V\
ocirre,vvs,y,y,,,/V\.'C/V\.C/(e)\
ocirruns,vvv,y,n,,,/V\.C/V\.'C/V\
ocis,vv,y,n,,,/V\.'C/V\
ocision,vvdd,y,n,,,/V\.C/V\.C/{V}\.'/V\
ocisiun,vvdd,y,n,,,/V\.C/V\.C/{V}\.'/V\
ocist,vv,y,n,,,/V\.'C/V\
ocit,vv,y,n,,,/V\.'C/V\
ocoison,vvv,y,n,,,/V\.C/V\.'C/V\
oct,v,y,n,,,/V\
octobre,vvs,y,y,,,/V\.'C/V\.C/(e)\
octovien,vvdd,y,n,,,/V\.C/V\.C/{V}\.'/V\
octoviens,vvdd,y,n,,,/V\.C/V\.C/{V}\.'/V\
octrente,vvs,y,y,,,/V\.'C/V\.C/(e)\
octrie,vvs,y,y,,,/V\.'C/V\./(e)\
octroy,vv,y,n,,,/V\.'C/V\
octroyer,vvv,y,n,,,/V\.C/V\.'C/V\
octroyez,vvv,y,n,,,/V\.C/V\.'C/V\
ocur,vv,y,n,,,/V\.'C/V\
od,v,y,n,y,,/V\
odeur,vv,y,n,,,/V\.'C/V\
odieuse,vvvs,y,y,,,/V\.C/V\.'C/V\.C/(e)\
odins,vv,y,n,,,/V\.'C/V\
odor,vv,y,n,,,/V\.'C/V\
odorant,vvv,y,n,,,/V\.C/V\.'C/V\
odoreir,vvv,y,n,,,/V\.C/V\.'C/V\
odourer,vvv,y,n,,,/V\.C/V\.'C/V\
odur,vv,y,n,,,/V\.'C/V\
odveoc,vv,y,n,,,/V\.'C/V\
oe,vs,y,y,,,'/V\./(e)\
oedes,vs,y,n,,,'/V\.C/e\
oedon,vs,y,n,,,'/V\.C/e\
oef,v,y,n,,,/V\
oeil,v,y,n,,,/V\
œil,v,y,n,,,/V\
oeile,vvs,y,y,ewe,,/V\.'C/V\.C/(e)\
oeill,v,y,n,,,/V\
oeille,vs,y,y,,,'/V\.C/(e)\
oeilles,vvs,y,n,ewes (guessed 3syl),,/V\.'C/V\.C/e\
oeilz,v,y,n,,,/V\
oeis,vv,y,n,,,/V\.'C/V\
oel,v,y,n,,,/V\
oelz,v,y,n,,,/V\
oent,vs,y,n,,,'/V\./e\
oes,v,y,n,#NAME?,,/V\
oés,hv,y,n,,,/(V)\.'/V\
oës,vs,y,n,#NAME?,,'/V\./e\
œuf,v,n,n,,,C/V\
oeul,v,y,n,,,/V\
oeulle,vs,y,n,,,'/V\.C/e\
oeuurez,vv,y,n,,,/V\.'C/V\
oeuvre,vs,y,y,,,'/V\.C/(e)\
oeuvré,vv,y,n,,,/V\.'C/V\
œuvre,vs,n,y,,,'C/V\.C/(e)\
oeuvres,vs,n,n,,,'C/V\.C/e\
œuvres,vs,n,n,,,'C/V\.C/e\
oevre,vs,y,n,,,'/V\.C/e\
oevrent,vs,y,n,,,'/V\.C/e\
oevres,vs,y,n,,,'/V\.C/e\
oez,vv,y,n,2pl pres. oïr,,/V\.'C/V\
óez,v,y,n,'=yeux,,/V\
offence,vvs,y,y,,,/V\.'C/V\.C/(e)\
offencé,vvv,y,n,,,/V\.C/V\.'C/V\
offencer,vvv,y,n,,,/V\.C/V\.'C/V\
offendas,vvv,y,n,,,/V\.C/V\.'C/V\
offendrai,vvv,y,n,,,/V\.C/V\.'C/V\
offendre,vvs,y,y,,,/V\.'C/V\.C/(e)\
offense,vvs,y,y,,,/V\.'C/V\.C/(e)\
offerande,vsvs,y,y,,,/V\.C/e\.'C/V\.C/(e)\
offerende,vsvs,y,y,,,/V\.C/e\.'C/V\.C/(e)\
offerendes,vsvs,y,n,,,/V\.C/e\.'C/V\.C/e\
offerre,vvs,y,y,,,/V\.'C/V\.C/(e)\
offerroit,vsv,y,n,,,/V\.C/e\.'C/V\
offert,vv,y,n,,,/V\.'C/V\
offerte,vvs,y,y,,,/V\.'C/V\.C/(e)\
offerz,vv,y,n,,,/V\.'C/V\
office,vvs,y,y,,,/V\.'C/V\.C/(e)\
offices,vvs,y,n,,,/V\.'C/V\.C/e\
officiauls,vvvv,y,n,,,/V\.C/V\.C/V\.'C/V\
officiaus,vvvv,y,n,,,/V\.C/V\.C/V\.'C/V\
offrande,vvs,y,y,,,/V\.'C/V\.C/(e)\
offre,vs,y,y,,,'/V\.C/(e)\
offrende,vvs,y,y,,,/V\.'C/V\.C/(e)\
offrendes,vvs,y,n,,,/V\.'C/V\.C/e\
offrent,vs,y,n,,,'/V\.C/e\
offreraie,vsvs,y,y,,,/V\.C/e\.'C/V\./(e)\
offrereis,vsv,y,n,,,/V\.C/e\.'C/V\
offrés,vv,y,n,,,/V\.'C/V\
offret,vs,y,y,,,'/V\.C/(e)\
offrez,vv,y,n,,,/V\.'C/V\
offri,vv,y,n,,,/V\.'C/V\
offrir,vv,y,n,,,/V\.'C/V\
offrirai,vvv,y,n,,,/V\.C/V\.'C/V\
offriras,vvv,y,n,,,/V\.C/V\.'C/V\
offrist,vv,y,n,,,/V\.'C/V\
offrit,vv,y,n,,,/V\.'C/V\
offroient,vvs,y,n,,,/V\.'C/V\./e\
offuscoit,vvv,y,n,,,/V\.C/V\.'C/V\
ofni,vv,y,n,,,/V\.'C/V\
ofre,vs,y,y,,,'/V\.C/(e)\
ofrende,vvs,y,y,,,/V\.'C/V\.C/(e)\
og,v,y,n,,,/V\
oger,vv,y,n,,,/V\.'C/V\
ogier,vv,y,n,,,/V\.'C/V\
ohir,vv,y,n,,,/V\.'C/V\
oi,v,y,n,lemma?,,/V\
oï,vv,y,n,lemma?,,/V\.'C/V\
oian,vv,y,n,,,/V\.'C/V\
oiance,vvs,y,y,,,/V\.'C/V\.C/(e)\
oïance,vvs,y,y,,,/V\.'C/V\.C/(e)\
oiant,vv,y,n,,,/V\.'C/V\
oianz,vv,y,n,,,/V\.'C/V\
oicisesant,vvsv,y,n,,,/V\.C/V\.C/e\.'C/V\
oict,v,y,n,,,/V\
oïd,vv,y,n,,,/V\.'C/V\
oïde,vvs,y,y,,,/V\.'C/V\.C/(e)\
oidi,vv,y,n,,,/V\.'C/V\
oie,vs,y,y,,,'/V\./(e)\
oïe,vvs,y,y,,,/V\.'C/V\./(e)\
oieit,vv,y,n,,,/V\.'C/V\
oient,vs,y,n,,,'/V\./e\
oiés,vv,y,n,,,/V\.'C/V\
oiet,vv,y,n,,,/V\.'C/V\
oiez,vv,y,n,,,/V\.'C/V\
oigne,vs,y,y,,,'/V\.C/(e)\
oignement,vsv,y,n,,,/V\.C/e\.'C/V\
oignemenz,vsv,y,n,,,/V\.C/e\.'C/V\
oignent,vs,y,n,,,'/V\.C/e\
oiiés,vv,y,n,,,/V\.'C/V\
oil,v,y,n,,,/V\
oïl,dd,y,n,,,/{V}\.'/V\
oill,v,y,n,,,/V\
oils,v,y,n,,,/V\
oilz,v,y,n,,,/V\
oïmes,vvs,y,n,,,/V\.'C/V\.C/e\
oindroit,vv,y,n,,,/V\.'C/V\
oingnement,vsv,y,n,,,/V\.C/e\.'C/V\
oint,v,y,n,,,/V\
oinz,v,y,n,,,/V\
oioient,vvs,y,n,,,/V\.'C/V\./e\
oioit,vv,y,n,,,/V\.'C/V\
oions,vv,y,n,,,/V\.'C/V\
oir,v,y,n,#NAME?,,/V\
oïr,vv,y,n,,,/V\.'C/V\
oire,vs,y,y,,,'/V\.C/(e)\
oïrent,vvs,y,n,,,/V\.'C/V\.C/e\
oirre,vs,y,y,,,'/V\.C/(e)\
oirs,v,y,n,,,/V\
oïs,vv,y,n,,,/V\.'C/V\
oïse,vvs,y,y,,,/V\.'C/V\.C/(e)\
oiseals,vv,y,n,,,/V\.'C/V\
oiseas,vv,y,n,,,/V\.'C/V\
oiseaulx,vv,y,n,,,/V\.'C/V\
oiseaus,vv,y,n,,,/V\.'C/V\
oiseaux,vv,y,n,,,/V\.'C/V\
oiseillons,vvv,y,n,,,/V\.C/V\.'C/V\
oisel,vv,y,n,,,/V\.'C/V\
oisemont,vsv,y,n,,,/V\.C/e\.'C/V\
oiseroit,vsv,y,n,,,/V\.C/e\.'C/V\
oiseus,vv,y,n,,,/V\.'C/V\
oiseuse,vvs,y,y,,,/V\.'C/V\.C/(e)\
oisiaus,vv,y,n,,,/V\.'C/V\
oisiaux,vv,y,n,,,/V\.'C/V\
oisons,vv,y,n,,,/V\.'C/V\
oïssent,vvs,y,n,,,/V\.'C/V\.C/e\
oissi,vv,y,n,,,/V\.'C/V\
oissiés,vvv,y,n,,,/V\.C/V\.'C/V\
oissiez,vvv,y,n,,,/V\.C/V\.'C/V\
oissor,vv,y,n,,,/V\.'C/V\
oïst,vv,y,n,,,/V\.'C/V\
oïstes,vvs,y,n,,,/V\.'C/V\.C/e\
oit,v,y,n,,,/V\
oït,vv,y,n,,,/V\.'C/V\
oitante,vvs,y,y,,,/V\.'C/V\.C/(e)\
oïtes,vvs,y,n,,,/V\.'C/V\.C/e\
oixel,vv,y,n,,,/V\.'C/V\
okison,vvv,y,n,,,/V\.C/V\.'C/V\
ol,v,y,n,,,/V\
olas,vv,y,n,,,/V\.'C/V\
oleus,vvv,y,n,,,/V\.C/V\.'C/V\
olifan,vvv,y,n,,,/V\.C/V\.'C/V\
olifans,vvv,y,n,,,/V\.C/V\.'C/V\
olifant,vvv,y,n,,,/V\.C/V\.'C/V\
olifferne,vvvs,y,y,,,/V\.C/V\.'C/V\.C/(e)\
olimpias,vvvv,y,n,,,/V\.C/V\.C/V\.'C/V\
olis,vv,y,n,,,/V\.'C/V\
oliuer,vvv,y,n,,,/V\.C/V\.'C/V\
olive,vvs,y,y,,,/V\.'C/V\.C/(e)\
oliver,vvv,y,n,,,/V\.C/V\.'C/V\
